NAME,TEAM,OPP,GAME_ID,PLAYER_ID_AVG,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGA_AVG,FG_PCT_AVG,FG3M_AVG,FG3A_AVG,FG3_PCT_AVG,FTM_AVG,FTA_AVG,FT_PCT_AVG,OREB_AVG,DREB_AVG,REB_AVG,AST_AVG,TOV_AVG,STL_AVG,BLK_AVG,BLKA,PF_AVG,PFD,PTS_AVG,PLUS_MINUS_AVG,DD2,TD3,GAME_ID_AVG,AWAYORHOME,STATUS,PLAYER_ID,JERSEYNUM,POSITION,STARTER,ONCOURT,PLAYED,NOTPLAYINGREASON,NOTPLAYINGDESCRIPTION,AST,BLK,BLKR,FGA,FGM,FG_PCT,PF_OFF,FOULSDRAWN,PF,PF_TECH,FTA,FTM,FT_PCT,MINUS,MIN,PLUS,PLUS_MINUS,PTS,PTS_FASTBREAK,PTS_PAINT,PTS_2NDCHANCE,DREB,OREB,REB,STL,FG3A,FG3M,FG3_PCT,TOV,FG2A,FG2M,FG2_PCT,DATE_UPDATED_EST,SET_EASY,TIER_EASY,SERIES_EASY,PLAY_EASY,DATE_MOMENT,TEAM_TS,COUNT_EASY,OWNED,UNIQUE_OWNERS,IN_PACKS,MINTED,TS_HELD,CS,LOW_ASK_EASY,4HCHANGE_EASY,24H,7D,LISTINGS,TSD,ROOKIE_PREMIERE,ROOKIE_MINT,ROOKIE_YEAR,EDITION_STATE,PLAY_ID,SET_ID,TS_LINK,SET_HARD,TIER_HARD,SERIES_HARD,PLAY_HARD,COUNT_HARD,LOW_ASK_HARD,4HCHANGE_HARD,AWAY_TEAM,AWAY_ID,HOME_TEAM,HOME_ID,PERIOD,GAME_CLOCK,AWAY_SCORE,HOME_SCORE,START_TIME,GAME_STATUS,EASY_MOMENT,HARD_MOMENT,SCORE,DIFFERENTIAL,FTM_PROJ
Domantas Sabonis,IND,CHA,0022100723,1627734,44,15,29,0.341,34.854469696969694,7.045454545454546,12.204545454545455,0.577,0.7727272727272727,2.3636363636363638,0.327,4.090909090909091,5.5,0.744,3.2045454545454546,8.681818181818182,11.886363636363637,4.863636363636363,2.977272727272727,1.0,0.4318181818181818,0.7954545454545454,3.0681818181818183,5,18.954545454545453,51,32,4,0022100723,home,INACTIVE,1627734.0,11,nan,Bench,-,0,INACTIVE_INJURY,Left Ankle; Sprain,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:06,Base Set,Common,2,3 Pointer,2021-02-27 00:30:00+00:00,Indiana Pacers,40000,32502.0,0.0,4722.0,2841.0,0.0,12.0,4,0.0,0.0,0.0,1508.0,False,False,False,False,VISIBLE,1a70823e-fb51-40a9-a7e9-9593b441dc44,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1a70823e-fb51-40a9-a7e9-9593b441dc44,Base Set,Common,1,Dunk,3999,93,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-2-3 Pointer,Base Set-Common-1-Dunk,158-126,32,0
Duane Washington Jr.,IND,CHA,0022100723,1630613,17,4,13,0.235,19.666078431372547,3.0,8.235294117647058,0.364,1.4705882352941178,4.352941176470588,0.338,0.8235294117647058,1.1176470588235294,0.737,0.058823529411764705,1.4705882352941178,1.5294117647058822,1.8235294117647058,1.2352941176470589,0.47058823529411764,0.058823529411764705,0.7058823529411765,1.1176470588235294,1,8.294117647058824,-75,0,0,0022100723,home,ACTIVE,1630613.0,4,nan,Bench,-,1,nan,nan,3,0,2,14,5,0.357142857142857,0,3.0,4,0,0,0,0.0,81,23.781833333333335,62,-19,11,0,6,0,3,0,3,1,7,1,0.14285714285714302,4,7,4,0.5714285714285711,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,nan,nan,158-126,32,0
Goga Bitadze,IND,CHA,0022100723,1629048,29,11,18,0.379,10.704597701149426,1.7586206896551724,4.0,0.44,0.20689655172413793,1.3793103448275863,0.15,0.9310344827586207,1.4827586206896552,0.628,1.4827586206896552,1.4827586206896552,2.9655172413793105,0.5862068965517241,0.6551724137931034,0.3448275862068966,0.5862068965517241,0.3793103448275862,1.6551724137931034,1,4.655172413793103,-2,1,0,0022100723,home,ACTIVE,1629048.0,88,C,Starter,-,1,nan,nan,2,0,1,12,8,0.666666666666666,1,6.0,3,0,2,1,0.5,61,18.666666666666668,55,-6,17,0,16,8,0,6,6,0,2,0,0.0,3,10,8,0.8,2022-01-27 03:08,Base Set,Common,2,Layup,2021-04-03 00:00:00+00:00,Indiana Pacers,12000,11248.0,0.0,598.0,155.0,0.0,12.0,19,0.0,18.75,46.15,312.0,True,False,False,False,VISIBLE,2e6fd9a1-0db7-4eb5-bedd-43c781735d3a,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+2e6fd9a1-0db7-4eb5-bedd-43c781735d3a,Base Set,Common,2,Layup,12000,19,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-2-Layup,Base Set-Common-2-Layup,158-126,32,1
Isaiah Jackson,IND,CHA,0022100723,1630543,16,5,11,0.313,8.273333333333333,1.4375,3.0625,0.469,0.0625,0.1875,0.333,1.1875,1.6875,0.704,0.9375,1.4375,2.375,0.375,0.5,0.375,0.625,0.25,1.8125,1,4.125,-31,0,0,0022100723,home,ACTIVE,1630543.0,23,nan,Bench,-,1,nan,nan,2,1,0,9,5,0.555555555555556,2,3.0,5,0,6,6,1.0,84,24.4,60,-24,17,2,8,0,1,3,4,1,1,1,1.0,4,8,4,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,nan,nan,158-126,32,6
Jeremy Lamb,IND,CHA,0022100723,203087,34,13,21,0.382,15.414068627450982,2.2058823529411766,5.970588235294118,0.369,1.0294117647058822,3.1470588235294117,0.327,1.7647058823529411,2.0,0.882,0.4411764705882353,1.9705882352941178,2.411764705882353,1.2647058823529411,0.6176470588235294,0.6176470588235294,0.38235294117647056,0.17647058823529413,1.2352941176470589,1,7.205882352941177,39,0,0,0022100723,home,ACTIVE,203087.0,26,nan,Bench,-,1,nan,nan,1,1,0,6,2,0.333333333333333,0,1.0,1,2,0,0,0.0,51,14.681833333333334,38,-13,6,0,0,0,0,0,0,2,4,2,0.5,0,2,0,0.0,2022-01-27 03:07,Base Set,Common,2,3 Pointer,2021-02-03 01:00:00+00:00,Indiana Pacers,12000,10862.0,0.0,741.0,397.0,0.0,12.0,13,0.0,8.33,62.5,295.0,True,False,False,False,VISIBLE,c831e133-5238-4747-a7de-f238ae02267a,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c831e133-5238-4747-a7de-f238ae02267a,Base Set,Common,2,3 Pointer,12000,13,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,158-126,32,0
Justin Anderson,IND,CHA,0022100723,1626147,3,0,3,0.0,10.094444444444445,0.6666666666666666,3.6666666666666665,0.182,0.3333333333333333,3.0,0.111,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,0,2.6666666666666665,9,0,0,0022100723,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,nan,nan,158-126,32,0
Justin Holiday,IND,CHA,0022100723,203200,43,14,29,0.326,28.463837209302323,3.7674418604651163,9.232558139534884,0.408,2.5813953488372094,6.930232558139535,0.372,0.7441860465116279,0.9069767441860465,0.821,0.3488372093023256,2.372093023255814,2.7209302325581395,1.744186046511628,0.9534883720930233,0.6976744186046512,0.3488372093023256,0.20930232558139536,2.186046511627907,0,10.86046511627907,-67,0,0,0022100723,home,ACTIVE,203200.0,8,SF,Starter,-,1,nan,nan,3,0,0,7,3,0.428571428571429,0,1.0,3,0,1,1,1.0,72,23.318166666666666,62,-10,10,0,0,1,0,0,0,1,7,3,0.428571428571429,1,0,0,0.0,2022-01-27 03:30,Base Set,Common,3,Dunk,2021-11-28 22:00:00+00:00,Indiana Pacers,60000,28302.0,0.0,10363.0,24655.0,0.0,2.0,3,0.0,0.0,50.0,1917.0,nan,nan,nan,nan,VISIBLE,bf1d710f-7279-4ce1-82ca-f866c0249e23,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+bf1d710f-7279-4ce1-82ca-f866c0249e23,Base Set,Common,1,Layup,2767,32,3.23,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-1-Layup,158-126,32,1
Keifer Sykes,IND,CHA,0022100723,1626208,13,2,11,0.154,21.655128205128204,2.8461538461538463,7.153846153846154,0.398,1.0769230769230769,3.3846153846153846,0.318,0.7692307692307693,0.8461538461538461,0.909,0.38461538461538464,1.6153846153846154,2.0,2.5384615384615383,1.6153846153846154,0.5384615384615384,0.15384615384615385,0.3076923076923077,2.076923076923077,0,7.538461538461538,-13,0,0,0022100723,home,ACTIVE,1626208.0,28,nan,Bench,-,1,nan,nan,2,1,1,5,2,0.4,0,1.0,2,1,2,2,1.0,39,11.833333333333334,32,-7,7,2,0,3,0,0,0,1,3,1,0.333333333333333,2,2,1,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,nan,nan,158-126,32,2
Kelan Martin,IND,CHA,0022100723,1629103,27,12,15,0.444,16.445740740740742,2.5925925925925926,6.222222222222222,0.417,0.8148148148148148,2.740740740740741,0.297,0.3333333333333333,0.48148148148148145,0.692,0.5925925925925926,1.3703703703703705,1.962962962962963,0.7777777777777778,0.5185185185185185,0.48148148148148145,0.3333333333333333,0.37037037037037035,1.3333333333333333,0,6.333333333333333,-45,0,0,0022100723,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 03:30,Base Set,Common,3,Jump Shot,2021-11-14 00:00:00+00:00,Indiana Pacers,12000,8418.0,0.0,1456.0,2138.0,0.0,2.0,7,0.0,16.67,0.0,304.0,True,nan,nan,nan,VISIBLE,19d764e7-d54f-469b-b490-60c0d86601c3,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+19d764e7-d54f-469b-b490-60c0d86601c3,Base Set,Common,3,Jump Shot,12000,7,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-3-Jump Shot,Base Set-Common-3-Jump Shot,158-126,32,0
Lance Stephenson,IND,CHA,0022100723,202362,13,3,10,0.231,19.614615384615384,3.769230769230769,8.23076923076923,0.458,0.8461538461538461,2.923076923076923,0.289,1.3076923076923077,1.7692307692307692,0.739,0.3076923076923077,2.6153846153846154,2.923076923076923,4.230769230769231,1.9230769230769231,0.6153846153846154,0.07692307692307693,0.3076923076923077,2.1538461538461537,1,9.692307692307692,-26,2,0,0022100723,home,ACTIVE,202362.0,6,nan,Bench,-,1,nan,nan,10,0,0,10,5,0.5,0,4.0,1,0,6,4,0.666666666666666,84,28.333333333333332,77,-7,14,2,10,0,6,0,6,0,2,0,0.0,2,8,5,0.625,2022-01-27 03:29,Base Set,Common,3,3 Pointer,2022-01-06 00:30:00+00:00,Indiana Pacers,12000,7864.0,0.0,431.0,3709.0,0.0,2.0,18,5.88,20.0,20.0,236.0,True,nan,nan,nan,VISIBLE,587afb38-dfe7-4f88-82ff-fa44d2000597,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+587afb38-dfe7-4f88-82ff-fa44d2000597,Base Set,Common,3,3 Pointer,12000,18,5.88,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,158-126,32,4
Malcolm Brogdon,IND,CHA,0022100723,1627763,28,11,17,0.393,33.35375,6.571428571428571,14.678571428571429,0.448,1.6428571428571428,5.357142857142857,0.307,3.75,4.357142857142857,0.861,0.8571428571428571,4.285714285714286,5.142857142857143,5.928571428571429,2.1785714285714284,0.8571428571428571,0.39285714285714285,0.9285714285714286,2.0357142857142856,3,18.535714285714285,48,4,1,0022100723,home,INACTIVE,1627763.0,7,nan,Bench,-,0,INACTIVE_INJURY,Right Achilles; Sore,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:30,Base Set,Common,3,Layup,2021-11-23 01:00:00+00:00,Indiana Pacers,60000,31149.0,0.0,12878.0,19031.0,0.0,2.0,3,0.0,0.0,50.0,2598.0,nan,nan,nan,nan,VISIBLE,c38abe8b-f48e-4c6c-8edc-47a476f82a01,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+c38abe8b-f48e-4c6c-8edc-47a476f82a01,Base Set,Common,1,Dunk,1430,65,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-3-Layup,Base Set-Common-1-Dunk,158-126,32,0
Myles Turner,IND,CHA,0022100723,1626167,42,15,27,0.357,29.398293650793647,4.761904761904762,9.357142857142858,0.509,1.4523809523809523,4.357142857142857,0.333,1.880952380952381,2.5,0.752,1.5476190476190477,5.523809523809524,7.071428571428571,1.0476190476190477,1.2857142857142858,0.6666666666666666,2.8095238095238093,0.35714285714285715,2.8333333333333335,2,12.857142857142858,-14,9,0,0022100723,home,INACTIVE,1626167.0,33,nan,Bench,-,0,INACTIVE_INJURY,Left Foot; Stress Reaction,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:09,Base Set,Common,2,Block,2021-01-23 00:00:00+00:00,Indiana Pacers,40000,36081.0,0.0,2927.0,1054.0,0.0,12.0,4,0.0,0.0,0.0,1851.0,False,False,False,False,VISIBLE,90b8821d-6791-4cb6-a1a6-3f24437e5625,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+90b8821d-6791-4cb6-a1a6-3f24437e5625,Base Set,Common,1,Dunk,3999,48,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-2-Block,Base Set-Common-1-Dunk,158-126,32,0
Nate Hinton,IND,CHA,0022100723,1630207,2,0,2,0.0,1.2133333333333334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,4,0,0,0022100723,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,nan,nan,158-126,32,0
Oshae Brissett,IND,CHA,0022100723,1629052,38,12,26,0.316,18.894429824561403,2.3157894736842106,5.526315789473684,0.419,0.8421052631578947,2.526315789473684,0.333,0.868421052631579,1.3421052631578947,0.647,1.263157894736842,2.8684210526315788,4.131578947368421,0.7105263157894737,0.6842105263157895,0.5789473684210527,0.34210526315789475,0.3684210526315789,1.4210526315789473,1,6.342105263157895,-95,0,0,0022100723,home,ACTIVE,1629052.0,12,nan,Bench,-,1,nan,nan,1,0,0,3,1,0.333333333333333,0,2.0,2,0,3,3,1.0,60,16.75,42,-18,5,3,2,2,4,2,6,2,1,0,0.0,0,2,1,0.5,2022-01-27 03:29,Base Set,Common,3,Dunk,2021-12-11 00:00:00+00:00,Indiana Pacers,12000,8116.0,0.0,1179.0,2710.0,0.0,2.0,14,7.69,7.69,7.69,224.0,True,nan,nan,nan,VISIBLE,8ab5268f-6a58-4ab5-8e8e-8be7601df2f8,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+8ab5268f-6a58-4ab5-8e8e-8be7601df2f8,Base Set,Common,3,Dunk,12000,14,7.69,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-3-Dunk,158-126,32,3
T.J. McConnell,IND,CHA,0022100723,204456,24,9,15,0.375,24.19701388888889,3.7916666666666665,7.541666666666667,0.503,0.2916666666666667,1.0416666666666667,0.28,0.5,0.625,0.8,0.7916666666666666,2.5416666666666665,3.3333333333333335,4.791666666666667,1.1666666666666667,1.0416666666666667,0.375,0.3333333333333333,1.7916666666666667,1,8.375,-58,1,0,0022100723,home,INACTIVE,204456.0,9,nan,Bench,-,0,INACTIVE_INJURY,Right Wrist; Ligament Surgery,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:06,Base Set,Common,2,Steal,2021-03-04 00:00:00+00:00,Indiana Pacers,40000,32108.0,0.0,5142.0,2899.0,0.0,12.0,3,-25.0,-25.0,-25.0,1588.0,False,False,False,False,VISIBLE,de4ff165-28d0-4827-8986-ffd4d6a4cef1,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+de4ff165-28d0-4827-8986-ffd4d6a4cef1,Base Set,Common,1,Assist,1500,37,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,Base Set-Common-2-Steal,Base Set-Common-1-Assist,158-126,32,0
Terry Taylor,IND,CHA,0022100723,1630678,3,0,3,0.0,5.075,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,1.3333333333333333,-1,0,0,0022100723,home,ACTIVE,1630678.0,32,nan,Bench,-,1,nan,nan,2,0,0,1,1,1.0,0,1.0,1,0,2,2,1.0,32,9.7015,26,-6,4,0,2,0,3,2,5,0,0,0,0.0,0,1,1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,nan,nan,158-126,32,2
Torrey Craig,IND,CHA,0022100723,1628470,44,15,29,0.341,18.650909090909092,2.4318181818181817,5.090909090909091,0.478,0.7954545454545454,2.409090909090909,0.33,0.5681818181818182,0.7045454545454546,0.806,1.2045454545454546,2.5,3.7045454545454546,1.1590909090909092,0.6818181818181818,0.4318181818181818,0.3409090909090909,0.1590909090909091,1.8181818181818181,0,6.2272727272727275,-126,2,0,0022100723,home,ACTIVE,1628470.0,13,PF,Starter,-,1,nan,nan,2,0,0,10,6,0.6,1,1.0,4,0,2,1,0.5,79,26.55,69,-10,14,4,8,0,2,1,3,0,2,1,0.5,2,8,5,0.625,2022-01-27 03:05,2021 NBA Playoffs,Common,2,Dunk,2021-06-08 02:00:00+00:00,Phoenix Suns,11500,10922.0,0.0,578.0,39.0,0.0,20.0,24,4.35,4.35,14.29,340.0,False,False,False,False,VISIBLE,1a511ea4-c825-4fa3-a036-3c653cdf5938,6783b9d8-44c5-49c7-87e0-be217af963e9,https://nbatopshot.com/listings/p2p/6783b9d8-44c5-49c7-87e0-be217af963e9+1a511ea4-c825-4fa3-a036-3c653cdf5938,Base Set,Common,1,Block,3340,95,0.0,CHA,1610612766,IND,1610612754,4,,158,126,2022-01-26 19:00:00-05:00,Final,2021 NBA Playoffs-Common-2-Dunk,Base Set-Common-1-Block,158-126,32,1
Amir Coffey,LAC,ORL,0022100724,1629599,37,16,21,0.432,21.14873873873874,2.5405405405405403,5.594594594594595,0.454,1.2972972972972974,3.3783783783783785,0.384,1.5135135135135136,1.6756756756756757,0.903,0.4864864864864865,2.5405405405405403,3.027027027027027,1.6756756756756757,0.3783783783783784,0.5405405405405406,0.24324324324324326,0.2972972972972973,1.1891891891891893,1,7.891891891891892,14,0,0,0022100724,away,ACTIVE,1629599.0,7,SG,Starter,-,1,nan,nan,5,0,1,12,5,0.416666666666667,0,5.0,2,0,6,6,1.0,71,34.3,83,12,19,2,2,0,5,1,6,1,6,3,0.5,0,6,2,0.333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAC,1610612746,ORL,1610612753,4,,111,102,2022-01-26 19:00:00-05:00,Final,nan,nan,102-111,-9,6
Brandon Boston Jr.,LAC,ORL,0022100724,1630527,33,17,16,0.515,16.334646464646465,2.393939393939394,6.787878787878788,0.353,0.7272727272727273,2.4545454545454546,0.296,1.303030303030303,1.5454545454545454,0.843,0.3333333333333333,2.242424242424242,2.5757575757575757,0.8484848484848485,0.7272727272727273,0.5454545454545454,0.24242424242424243,0.6666666666666666,0.7878787878787878,1,6.818181818181818,-73,0,0,0022100724,away,ACTIVE,1630527.0,4,nan,Bench,-,1,nan,nan,0,0,0,3,2,0.666666666666666,0,0.0,1,0,0,0,0.0,31,9.0,17,-14,5,0,2,0,3,0,3,0,1,1,1.0,1,2,1,0.5,2022-01-27 03:30,Base Set,Common,3,Jump Shot,2021-10-26 02:30:00+00:00,LA Clippers,4000,1830.0,0.0,305.0,1865.0,0.0,2.0,83,1.22,7.79,-1.19,62.0,True,True,True,True,VISIBLE,dcabb8a0-af34-42e9-955d-10f848249829,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+dcabb8a0-af34-42e9-955d-10f848249829,Base Set,Common,3,Jump Shot,4000,83,1.22,LAC,1610612746,ORL,1610612753,4,,111,102,2022-01-26 19:00:00-05:00,Final,Base Set-Common-3-Jump Shot,Base Set-Common-3-Jump Shot,102-111,-9,0
Eric Bledsoe,LAC,ORL,0022100724,202339,50,25,25,0.5,25.4824,3.62,8.62,0.42,0.98,3.0,0.327,1.62,2.14,0.757,0.52,2.82,3.34,4.14,2.2,1.26,0.38,0.36,1.54,2,9.84,-59,2,0,0022100724,away,ACTIVE,202339.0,12,nan,Bench,-,1,nan,nan,3,0,1,14,5,0.357142857142857,1,5.0,2,0,2,1,0.5,49,26.316666666666666,62,13,13,2,4,4,4,0,4,1,7,2,0.28571428571428603,3,7,3,0.428571428571429,2022-01-27 03:12,Base Set,Common,2,Block,2020-12-28 00:00:00+00:00,New Orleans Pelicans,15000,14361.0,0.0,639.0,9.0,0.0,12.0,9,12.5,12.5,0.0,1184.0,False,False,False,False,VISIBLE,8a95da78-2737-4805-b27c-45a8c84d730f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+8a95da78-2737-4805-b27c-45a8c84d730f,Metallic Gold LE,Rare,2,Jump Shot,499,118,-5.6,LAC,1610612746,ORL,1610612753,4,,111,102,2022-01-26 19:00:00-05:00,Final,Base Set-Common-2-Block,Metallic Gold LE-Rare-2-Jump Shot,102-111,-9,1
Isaiah Hartenstein,LAC,ORL,0022100724,1628392,36,20,16,0.556,15.925462962962964,3.1666666666666665,4.861111111111111,0.651,0.05555555555555555,0.1111111111111111,0.5,1.1666666666666667,1.75,0.667,1.6111111111111112,2.638888888888889,4.25,1.8611111111111112,0.9722222222222222,0.75,1.1666666666666667,0.1388888888888889,2.5833333333333335,1,7.555555555555555,120,1,0,0022100724,away,ACTIVE,1628392.0,55,nan,Bench,-,1,nan,nan,1,1,0,3,2,0.666666666666666,0,1.0,4,0,2,1,0.5,42,18.833333333333332,46,4,5,0,4,2,3,1,4,0,0,0,0.0,2,3,2,0.666666666666666,2022-01-27 03:32,Base Set,Common,3,Dunk,2021-10-24 02:30:00+00:00,LA Clippers,60000,34354.0,0.0,13703.0,14858.0,0.0,2.0,3,0.0,0.0,50.0,2551.0,nan,nan,nan,nan,VISIBLE,f6dbd288-d512-4d8a-a9f3-e33b2fcd4a1b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f6dbd288-d512-4d8a-a9f3-e33b2fcd4a1b,Base Set,Common,2,Dunk,12000,8,14.29,LAC,1610612746,ORL,1610612753,4,,111,102,2022-01-26 19:00:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,102-111,-9,1
